Instruction,Input,Response,Metadata
"Calculate the total spend, impressions, clicks, and conversions for Meta ads based on account_id.",dim_digital_marketing.sql model,"SELECT
  f.date,
  'Meta' AS source,
  'PPS' AS type,
  CASE
  WHEN f.account_id = 109029029603146 THEN 'TicketSpice'
  WHEN f.account_id = 751653132580154 THEN 'RedPodium'
  WHEN f.account_id = 1152740825317175 THEN 'RegFox'
  WHEN f.account_id = 1440018596512207 THEN 'GivingFuel'
  END AS product,
  f.spend,
  f.impressions::int AS impressions,
  f.clicks::int AS clicks,
  g.signups AS conversions
FROM facebook_ads.daily_stats AS f
LEFT JOIN google_sheets.digital_marketing AS g
  ON product = g.product
  AND g.source = 'Meta'
  AND (f.date)::date = g.date;","SQL, dbt, Webconnex"
"Calculate the total spend, impressions, clicks, and conversions for Google ads for TicketSpice.",dim_digital_marketing.sql model,"SELECT
  date,
  'Google' AS source,
  'PPS' AS type,
  'TicketSpice' AS product,
  ROUND(SUM(cost_micros) / 1000000.0, 2) AS spend,
  SUM(impressions)::int AS impressions,
  SUM(clicks)::int AS clicks,
  ROUND((SUM(conversions))::numeric, 2) AS conversions
FROM google_ads_ts.account_stats
GROUP BY 1;","SQL, dbt, Webconnex"
"Calculate the total spend, impressions, clicks, and conversions for Google ads for RegFox.",dim_digital_marketing.sql model,"SELECT
  date,
  'Google' AS source,
  'PPS' AS type,
  'RegFox' AS product,
  ROUND(SUM(cost_micros) / 1000000.0, 2) AS spend,
  SUM(impressions)::int AS impressions,
  SUM(clicks)::int AS clicks,
  ROUND((SUM(conversions))::numeric, 2) AS conversions
FROM google_ads_rf.account_stats
GROUP BY 1;","SQL, dbt, Webconnex"
"Calculate the total spend, impressions, clicks, and conversions for Google ads for GivingFuel.",dim_digital_marketing.sql model,"SELECT
  date,
  'Google' AS source,
  'PPS' AS type,
  'GivingFuel' AS product,
  ROUND(SUM(cost_micros) / 1000000.0, 2) AS spend,
  SUM(impressions)::int AS impressions,
  SUM(clicks)::int AS clicks,
  ROUND((SUM(conversions))::numeric, 2) AS conversions
FROM google_ads_gf.account_stats
GROUP BY 1;","SQL, dbt, Webconnex"
"Calculate the total spend, impressions, clicks, and conversions for Bing ads for various products based on account_id.",dim_digital_marketing.sql model,"SELECT
  date,
  'Bing' AS source,
  'PPS' AS type,
  CASE
  WHEN account_id = 180753652 THEN 'TicketSpice'
  WHEN account_id = 180753653 THEN 'RegFox'
  WHEN account_id = 180753654 THEN 'GivingFuel'
  WHEN account_id = 180753655 THEN 'RedPodium'
  END AS product,
  (SUM(spend))::decimal(10, 2) AS spend,
  SUM(impressions)::int AS impressions,
  SUM(clicks)::int AS clicks,
  SUM(conversions) AS conversions
FROM bing_ads.account_impression_performance_daily_report
WHERE account_id IN (180753652, 180753653, 180753654, 180753655)
GROUP BY 1, 2, 3, 4;","SQL, dbt, Webconnex"
"Calculate the total spend, impressions, clicks, and conversions for Meta ads based on account_id.",dim_digital_marketing.sql model,"SELECT
  f.date,
  'Meta' AS source,
  'PPS' AS type,
  CASE
  WHEN f.account_id = 109029029603146 THEN 'TicketSpice'
  WHEN f.account_id = 751653132580154 THEN 'RedPodium'
  WHEN f.account_id = 1152740825317175 THEN 'RegFox'
  WHEN f.account_id = 1440018596512207 THEN 'GivingFuel'
  END AS product,
  f.spend,
  f.impressions::int AS impressions,
  f.clicks::int AS clicks,
  g.signups AS conversions
FROM facebook_ads.daily_stats AS f
LEFT JOIN google_sheets.digital_marketing AS g
  ON product = g.product
  AND g.source = 'Meta'
  AND (f.date)::date = g.date;","SQL, dbt, Webconnex"
"Calculate the monthly total of orders for each account, product, and currency.",dim_ttm_revenue.sql model,"WITH monthly AS (
  SELECT
  account_id,
  product_name,
  currency,
  DATE_TRUNC('month', pp_date)::date AS pp_month,
  SUM(pp_total) AS monthly_total
  FROM {{ ref('pp_orders') }}
  WHERE
  pp_status = 3
  AND pp_date IS NOT NULL
  GROUP BY 1, 2, 3, 4
);","SQL, dbt, Webconnex"
Generate a distinct list of months between January 2019 and the current date.,dim_ttm_revenue.sql model,"WITH distinct_dates AS (
  SELECT DISTINCT DATE_TRUNC('month', full_date)::date AS date_month
  FROM {{ ref('dim_dates') }}
  WHERE full_date BETWEEN '2019-01-01' AND CURRENT_DATE
);","SQL, dbt, Webconnex"
"Create a cross join of accounts, products, and currencies to ensure all combinations are included.",dim_ttm_revenue.sql model,"WITH cross_joined_accounts AS (
  SELECT
  account_id,
  product_name,
  currency
  FROM monthly
  GROUP BY 1, 2, 3
);","SQL, dbt, Webconnex"
Select the monthly totals from the 'monthly' CTE.,dim_ttm_revenue.sql model,"WITH monthly_totals AS (
  SELECT
  account_id,
  product_name,
  currency,
  pp_month,
  monthly_total
  FROM monthly
);","SQL, dbt, Webconnex"
Cross join the distinct months with the cross_joined_accounts and left join the monthly_totals.,dim_ttm_revenue.sql model,"WITH all_months AS (
  SELECT
  d.date_month,
  m.account_id,
  m.product_name,
  m.currency,
  mt.monthly_total
  FROM
  distinct_dates AS d
  CROSS JOIN
  cross_joined_accounts AS m
  LEFT JOIN
  monthly_totals AS mt ON
  m.account_id = mt.account_id
  AND m.product_name = mt.product_name
  AND m.currency = mt.currency
  AND d.date_month = mt.pp_month
);","SQL, dbt, Webconnex"
"Calculate the trailing twelve months (TTM) total for each account, product, and currency.",dim_ttm_revenue.sql model,"SELECT *
FROM (
  SELECT
  account_id,
  product_name,
  currency,
  date_month,
  SUM(
  monthly_total) OVER (
  PARTITION BY account_id, product_name, currency
  ORDER BY date_month
  ROWS BETWEEN 11 PRECEDING AND CURRENT ROW
  ) AS ttm_total
  FROM all_months
  GROUP BY 1, 2, 3, 4, monthly_total
) AS x
WHERE ttm_total IS NOT NULL;","SQL, dbt, Webconnex"
"Calculate the monthly total of orders for each account, product, and currency.",dim_ttm_revenue.sql model,"WITH monthly AS (
  SELECT
  account_id,
  product_name,
  currency,
  DATE_TRUNC('month', pp_date)::date AS pp_month,
  SUM(pp_total) AS monthly_total
  FROM {{ ref('pp_orders') }}
  WHERE
  pp_status = 3
  AND pp_date IS NOT NULL
  GROUP BY 1, 2, 3, 4
);","SQL, dbt, Webconnex"
Generate a distinct list of months between January 2019 and the current date.,dim_ttm_revenue.sql model,"WITH distinct_dates AS (
  SELECT DISTINCT DATE_TRUNC('month', full_date)::date AS date_month
  FROM {{ ref('dim_dates') }}
  WHERE full_date BETWEEN '2019-01-01' AND CURRENT_DATE
);","SQL, dbt, Webconnex"
"Create a cross join of accounts, products, and currencies to ensure all combinations are included.",dim_ttm_revenue.sql model,"WITH cross_joined_accounts AS (
  SELECT
  account_id,
  product_name,
  currency
  FROM monthly
  GROUP BY 1, 2, 3
);","SQL, dbt, Webconnex"
Select the monthly totals from the 'monthly' CTE.,dim_ttm_revenue.sql model,"WITH monthly_totals AS (
  SELECT
  account_id,
  product_name,
  currency,
  pp_month,
  monthly_total
  FROM monthly
);","SQL, dbt, Webconnex"
Cross join the distinct months with the cross_joined_accounts and left join the monthly_totals.,dim_ttm_revenue.sql model,"WITH all_months AS (
  SELECT
  d.date_month,
  m.account_id,
  m.product_name,
  m.currency,
  mt.monthly_total
  FROM
  distinct_dates AS d
  CROSS JOIN
  cross_joined_accounts AS m
  LEFT JOIN
  monthly_totals AS mt ON
  m.account_id = mt.account_id
  AND m.product_name = mt.product_name
  AND m.currency = mt.currency
  AND d.date_month = mt.pp_month
);","SQL, dbt, Webconnex"
"Calculate the trailing twelve months (TTM) total for each account, product, and currency.",dim_ttm_revenue.sql model,"SELECT *
FROM (
  SELECT
  account_id,
  product_name,
  currency,
  date_month,
  SUM(
  monthly_total) OVER (
  PARTITION BY account_id, product_name, currency
  ORDER BY date_month
  ROWS BETWEEN 11 PRECEDING AND CURRENT ROW
  ) AS ttm_total
  FROM all_months
  GROUP BY 1, 2, 3, 4, monthly_total
) AS x
WHERE ttm_total IS NOT NULL;","SQL, dbt, Webconnex"
"Calculate the monthly total of orders for each account, product, and currency.",dim_ttm_revenue.sql model,"WITH monthly AS (
  SELECT
  account_id,
  product_name,
  currency,
  DATE_TRUNC('month', pp_date)::date AS pp_month,
  SUM(pp_total) AS monthly_total
  FROM {{ ref('pp_orders') }}
  WHERE
  pp_status = 3
  AND pp_date IS NOT NULL
  GROUP BY 1, 2, 3, 4
);","SQL, dbt, Webconnex"
Generate a distinct list of months between January 2019 and the current date.,dim_ttm_revenue.sql model,"WITH distinct_dates AS (
  SELECT DISTINCT DATE_TRUNC('month', full_date)::date AS date_month
  FROM {{ ref('dim_dates') }}
  WHERE full_date BETWEEN '2019-01-01' AND CURRENT_DATE
);","SQL, dbt, Webconnex"
"Create a cross join of accounts, products, and currencies to ensure all combinations are included.",dim_ttm_revenue.sql model,"WITH cross_joined_accounts AS (
  SELECT
  account_id,
  product_name,
  currency
  FROM monthly
  GROUP BY 1, 2, 3
);","SQL, dbt, Webconnex"
Select the monthly totals from the 'monthly' CTE.,dim_ttm_revenue.sql model,"WITH monthly_totals AS (
  SELECT
  account_id,
  product_name,
  currency,
  pp_month,
  monthly_total
  FROM monthly
);","SQL, dbt, Webconnex"
Cross join the distinct months with the cross_joined_accounts and left join the monthly_totals.,dim_ttm_revenue.sql model,"WITH all_months AS (
  SELECT
  d.date_month,
  m.account_id,
  m.product_name,
  m.currency,
  mt.monthly_total
  FROM
  distinct_dates AS d
  CROSS JOIN
  cross_joined_accounts AS m
  LEFT JOIN
  monthly_totals AS mt ON
  m.account_id = mt.account_id
  AND m.product_name = mt.product_name
  AND m.currency = mt.currency
  AND d.date_month = mt.pp_month
);","SQL, dbt, Webconnex"
"Calculate the trailing twelve months (TTM) total for each account, product, and currency.",dim_ttm_revenue.sql model,"SELECT *
FROM (
  SELECT
  account_id,
  product_name,
  currency,
  date_month,
  SUM(
  monthly_total) OVER (
  PARTITION BY account_id, product_name, currency
  ORDER BY date_month
  ROWS BETWEEN 11 PRECEDING AND CURRENT ROW
  ) AS ttm_total
  FROM all_months
  GROUP BY 1, 2, 3, 4, monthly_total
) AS x
WHERE ttm_total IS NOT NULL;","SQL, dbt, Webconnex"
"Calculate the monthly total of orders for each account, product, and currency.",dim_ttm_revenue.sql model,"WITH monthly AS (
  SELECT
  account_id,
  product_name,
  currency,
  DATE_TRUNC('month', pp_date)::date AS pp_month,
  SUM(pp_total) AS monthly_total
  FROM {{ ref('pp_orders') }}
  WHERE
  pp_status = 3
  AND pp_date IS NOT NULL
  GROUP BY 1, 2, 3, 4
);","SQL, dbt, Webconnex"
Generate a distinct list of months between January 2019 and the current date.,dim_ttm_revenue.sql model,"WITH distinct_dates AS (
  SELECT DISTINCT DATE_TRUNC('month', full_date)::date AS date_month
  FROM {{ ref('dim_dates') }}
  WHERE full_date BETWEEN '2019-01-01' AND CURRENT_DATE
);","SQL, dbt, Webconnex"
"Create a cross join of accounts, products, and currencies to ensure all combinations are included.",dim_ttm_revenue.sql model,"WITH cross_joined_accounts AS (
  SELECT
  account_id,
  product_name,
  currency
  FROM monthly
  GROUP BY 1, 2, 3
);","SQL, dbt, Webconnex"
Select the monthly totals from the 'monthly' CTE.,dim_ttm_revenue.sql model,"WITH monthly_totals AS (
  SELECT
  account_id,
  product_name,
  currency,
  pp_month,
  monthly_total
  FROM monthly
);","SQL, dbt, Webconnex"
Cross join the distinct months with the cross_joined_accounts and left join the monthly_totals.,dim_ttm_revenue.sql model,"WITH all_months AS (
  SELECT
  d.date_month,
  m.account_id,
  m.product_name,
  m.currency,
  mt.monthly_total
  FROM
  distinct_dates AS d
  CROSS JOIN
  cross_joined_accounts AS m
  LEFT JOIN
  monthly_totals AS mt ON
  m.account_id = mt.account_id
  AND m.product_name = mt.product_name
  AND m.currency = mt.currency
  AND d.date_month = mt.pp_month
);","SQL, dbt, Webconnex"
"Calculate the trailing twelve months (TTM) total for each account, product, and currency.",dim_ttm_revenue.sql model,"SELECT *
FROM (
  SELECT
  account_id,
  product_name,
  currency,
  date_month,
  SUM(
  monthly_total) OVER (
  PARTITION BY account_id, product_name, currency
  ORDER BY date_month
  ROWS BETWEEN 11 PRECEDING AND CURRENT ROW
  ) AS ttm_total
  FROM all_months
  GROUP BY 1, 2, 3, 4, monthly_total
) AS x
WHERE ttm_total IS NOT NULL;","SQL, dbt, Webconnex"
"Calculate the monthly total of orders for each account, product, and currency.",dim_ttm_revenue.sql model,"WITH monthly AS (
  SELECT
  account_id,
  product_name,
  currency,
  DATE_TRUNC('month', pp_date)::date AS pp_month,
  SUM(pp_total) AS monthly_total
  FROM {{ ref('pp_orders') }}
  WHERE
  pp_status = 3
  AND pp_date IS NOT NULL
  GROUP BY 1, 2, 3, 4
);","SQL, dbt, Webconnex"
Generate a distinct list of months between January 2019 and the current date.,dim_ttm_revenue.sql model,"WITH distinct_dates AS (
  SELECT DISTINCT DATE_TRUNC('month', full_date)::date AS date_month
  FROM {{ ref('dim_dates') }}
  WHERE full_date BETWEEN '2019-01-01' AND CURRENT_DATE
);","SQL, dbt, Webconnex"
"Create a cross join of accounts, products, and currencies to ensure all combinations are included.",dim_ttm_revenue.sql model,"WITH cross_joined_accounts AS (
  SELECT
  account_id,
  product_name,
  currency
  FROM monthly
  GROUP BY 1, 2, 3
);","SQL, dbt, Webconnex"
Select the monthly totals from the 'monthly' CTE.,dim_ttm_revenue.sql model,"WITH monthly_totals AS (
  SELECT
  account_id,
  product_name,
  currency,
  pp_month,
  monthly_total
  FROM monthly
);","SQL, dbt, Webconnex"
Cross join the distinct months with the cross_joined_accounts and left join the monthly_totals.,dim_ttm_revenue.sql model,"WITH all_months AS (
  SELECT
  d.date_month,
  m.account_id,
  m.product_name,
  m.currency,
  mt.monthly_total
  FROM
  distinct_dates AS d
  CROSS JOIN
  cross_joined_accounts AS m
  LEFT JOIN
  monthly_totals AS mt ON
  m.account_id = mt.account_id
  AND m.product_name = mt.product_name
  AND m.currency = mt.currency
  AND d.date_month = mt.pp_month
);","SQL, dbt, Webconnex"
"Calculate the trailing twelve months (TTM) total for each account, product, and currency.",dim_ttm_revenue.sql model,"SELECT *
FROM (
  SELECT
  account_id,
  product_name,
  currency,
  date_month,
  SUM(
  monthly_total) OVER (
  PARTITION BY account_id, product_name, currency
  ORDER BY date_month
  ROWS BETWEEN 11 PRECEDING AND CURRENT ROW
  ) AS ttm_total
  FROM all_months
  GROUP BY 1, 2, 3, 4, monthly_total
) AS x
WHERE ttm_total IS NOT NULL;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
